"Simple average house and mortage price statistics [note 1, 2, 3, 4, 5, 6, 7]",,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes that can be found within the notes worksheet.,,,,,,,,,,,,,,,,,
Period,Region,Region code,New dwellings Price,New dwellings average advance,New dwellings average recorded income of borrowers,Other dwellings Price,Other dwellings average advance,Other dwellings average recorded income of borrowers,All dwellings Price,All dwellings average advance,All dwellings average recorded income of borrowers,First time buyers Price,First time buyers average advance,First time buyers average recorded income of borrowers,Former owner occupiers Price,Former owner occupiers average advance,Former owner occupiers average recorded income of borrowers
2011 Q3,Wales,W92000004,"192,000 ","122,000 ","46,000 ","170,000 ","110,000 ","44,000 ","172,000 ","111,000 ","45,000 ","127,000 ","94,000 ","35,000 ","194,000 ","120,000 ","50,000 "
2011 Q4,Wales,W92000004,"186,000 ","118,000 ","44,000 ","164,000 ","108,000 ","45,000 ","166,000 ","109,000 ","45,000 ","123,000 ","94,000 ","34,000 ","187,000 ","117,000 ","51,000 "
2012 Q1,Wales,W92000004,"190,000 ","127,000 ","47,000 ","161,000 ","107,000 ","42,000 ","163,000 ","109,000 ","43,000 ","121,000 ","95,000 ","34,000 ","187,000 ","117,000 ","48,000 "
2012 Q2,Wales,W92000004,"194,000 ","126,000 ","49,000 ","158,000 ","106,000 ","43,000 ","162,000 ","108,000 ","44,000 ","117,000 ","92,000 ","34,000 ","185,000 ","117,000 ","49,000 "
2012 Q3,Wales,W92000004,"184,000 ","121,000 ","49,000 ","165,000 ","111,000 ","43,000 ","167,000 ","113,000 ","44,000 ","126,000 ","98,000 ","35,000 ","192,000 ","122,000 ","50,000 "
2012 Q4,Wales,W92000004,"184,000 ","122,000 ","46,000 ","165,000 ","111,000 ","44,000 ","167,000 ","113,000 ","44,000 ","123,000 ","96,000 ","34,000 ","195,000 ","123,000 ","51,000 "
2013 Q1,Wales,W92000004,"186,000 ","122,000 ","49,000 ","161,000 ","109,000 ","45,000 ","164,000 ","111,000 ","45,000 ","117,000 ","94,000 ","34,000 ","197,000 ","123,000 ","54,000 "
2013 Q2,Wales,W92000004,"191,000 ","121,000 ","45,000 ","162,000 ","110,000 ","45,000 ","165,000 ","112,000 ","45,000 ","125,000 ","99,000 ","36,000 ","195,000 ","121,000 ","52,000 "
2013 Q3,Wales,W92000004,"195,000 ","134,000 ","54,000 ","170,000 ","115,000 ","46,000 ","172,000 ","117,000 ","46,000 ","129,000 ","102,000 ","36,000 ","201,000 ","127,000 ","53,000 "
2013 Q4,Wales,W92000004,"193,000 ","133,000 ","48,000 ","172,000 ","117,000 ","45,000 ","174,000 ","119,000 ","45,000 ","129,000 ","103,000 ","35,000 ","205,000 ","130,000 ","52,000 "
2014 Q1,Wales,W92000004,"207,000 ","140,000 ","54,000 ","171,000 ","117,000 ","45,000 ","174,000 ","119,000 ","46,000 ","133,000 ","105,000 ","36,000 ","202,000 ","129,000 ","52,000 "
2014 Q2,Wales,W92000004,"199,000 ","136,000 ","53,000 ","170,000 ","117,000 ","44,000 ","173,000 ","120,000 ","45,000 ","129,000 ","104,000 ","36,000 ","206,000 ","131,000 ","52,000 "
2014 Q3,Wales,W92000004,"209,000 ","145,000 ","57,000 ","181,000 ","124,000 ","47,000 ","184,000 ","127,000 ","48,000 ","137,000 ","109,000 ","38,000 ","217,000 ","139,000 ","56,000 "
2014 Q4,Wales,W92000004,"196,000 ","138,000 ","52,000 ","178,000 ","122,000 ","47,000 ","181,000 ","125,000 ","47,000 ","134,000 ","107,000 ","37,000 ","214,000 ","137,000 ","55,000 "
2015 Q1,Wales,W92000004,"196,000 ","133,000 ","52,000 ","177,000 ","126,000 ","48,000 ","180,000 ","127,000 ","48,000 ","136,000 ","108,000 ","37,000 ","213,000 ","142,000 ","57,000 "
2015 Q2,Wales,W92000004,"198,000 ","137,000 ","51,000 ","168,000 ","121,000 ","45,000 ","174,000 ","124,000 ","46,000 ","136,000 ","108,000 ","37,000 ","208,000 ","138,000 ","55,000 "
2015 Q3,Wales,W92000004,"205,000 ","141,000 ","50,000 ","176,000 ","126,000 ","46,000 ","179,000 ","127,000 ","46,000 ","137,000 ","110,000 ","37,000 ","217,000 ","143,000 ","55,000 "
2015 Q4,Wales,W92000004,"203,000 ","142,000 ","50,000 ","177,000 ","127,000 ","46,000 ","182,000 ","129,000 ","48,000 ","138,000 ","112,000 ","38,000 ","218,000 ","143,000 ","56,000 "
2016 Q1,Wales,W92000004,"215,000 ","148,000 ","53,000 ","178,000 ","128,000 ","48,000 ","181,000 ","130,000 ","48,000 ","138,000 ","113,000 ","39,000 ","216,000 ","144,000 ","56,000 "
2016 Q2,Wales,W92000004,"219,000 ","154,000 ","52,000 ","172,000 ","124,000 ","45,000 ","177,000 ","128,000 ","45,000 ","140,000 ","113,000 ","38,000 ","218,000 ","144,000 ","54,000 "
2016 Q3,Wales,W92000004,"218,000 ","152,000 ","52,000 ","182,000 ","130,000 ","47,000 ","185,000 ","132,000 ","47,000 ","144,000 ","117,000 ","39,000 ","225,000 ","147,000 ","56,000 "
2016 Q4,Wales,W92000004,"218,000 ","150,000 ","53,000 ","180,000 ","130,000 ","47,000 ","185,000 ","132,000 ","47,000 ","142,000 ","115,000 ","38,000 ","228,000 ","150,000 ","57,000 "
2017 Q1,Wales,W92000004,"227,000 ","153,000 ","50,000 ","175,000 ","127,000 ","45,000 ","180,000 ","129,000 ","45,000 ","139,000 ","113,000 ","36,000 ","222,000 ","146,000 ","55,000 "
2017 Q2,Wales,W92000004,"225,000 ","154,000 ","50,000 ","178,000 ","129,000 ","46,000 ","183,000 ","132,000 ","46,000 ","143,000 ","115,000 ","37,000 ","224,000 ","150,000 ","55,000 "
2017 Q3,Wales,W92000004,"228,000 ","155,000 ","54,000 ","183,000 ","134,000 ","46,000 ","187,000 ","135,000 ","47,000 ","143,000 ","117,000 ","38,000 ","231,000 ","154,000 ","57,000 "
2017 Q4,Wales,W92000004,"227,000 ","158,000 ","52,000 ","180,000 ","130,000 ","45,000 ","185,000 ","133,000 ","45,000 ","143,000 ","116,000 ","37,000 ","231,000 ","152,000 ","55,000 "
2018 Q1,Wales,W92000004,"233,000 ","160,000 ","51,000 ","185,000 ","135,000 ","46,000 ","190,000 ","138,000 ","47,000 ","147,000 ","119,000 ","38,000 ","236,000 ","157,000 ","55,000 "
2018 Q2,Wales,W92000004,"235,000 ","163,000 ","52,000 ","176,000 ","129,000 ","44,000 ","183,000 ","133,000 ","45,000 ","143,000 ","116,000 ","37,000 ","224,000 ","151,000 ","54,000 "
2018 Q3,Wales,W92000004,"237,000 ","165,000 ","55,000 ","186,000 ","136,000 ","46,000 ","190,000 ","138,000 ","47,000 ","147,000 ","121,000 ","38,000 ","233,000 ","156,000 ","56,000 "
2018 Q4,Wales,W92000004,"223,000 ","157,000 ","50,000 ","183,000 ","133,000 ","45,000 ","188,000 ","136,000 ","45,000 ","145,000 ","119,000 ","37,000 ","235,000 ","156,000 ","55,000 "
2019 Q1,Wales,W92000004,"221,000 ","156,000 ","50,000 ","182,000 ","134,000 ","45,000 ","186,000 ","137,000 ","46,000 ","146,000 ","120,000 ","38,000 ","229,000 ","155,000 ","55,000 "
2019 Q2,Wales,W92000004,"237,000 ","168,000 ","52,000 ","180,000 ","135,000 ","45,000 ","187,000 ","139,000 ","46,000 ","148,000 ","122,000 ","38,000 ","231,000 ","157,000 ","54,000 "
2019 Q3,Wales,W92000004,"234,000 ","164,000 ","51,000 ","186,000 ","139,000 ","47,000 ","190,000 ","141,000 ","47,000 ","151,000 ","125,000 ","39,000 ","234,000 ","159,000 ","55,000 "
2019 Q4,Wales,W92000004,"240,000 ","168,000 ","54,000 ","190,000 ","141,000 ","47,000 ","197,000 ","145,000 ","48,000 ","152,000 ","126,000 ","39,000 ","241,000 ","163,000 ","57,000 "
2020 Q1,Wales,W92000004,"248,000 ","175,000 ","56,000 ","188,000 ","140,000 ","47,000 ","193,000 ","143,000 ","48,000 ","152,000 ","126,000 ","39,000 ","236,000 ","161,000 ","57,000 "
2020 Q2,Wales,W92000004,"225,000 ","165,000 ","55,000 ","181,000 ","138,000 ","46,000 ","185,000 ","140,000 ","46,000 ","150,000 ","125,000 ","39,000 ","231,000 ","160,000 ","56,000 "
2020 Q3,Wales,W92000004,"252,000 ","175,000 ","57,000 ","201,000 ","147,000 ","49,000 ","207,000 ","150,000 ","50,000 ","161,000 ","130,000 ","41,000 ","254,000 ","171,000 ","60,000 "
2020 Q4,Wales,W92000004,"250,000 ","170,000 ","56,000 ","215,000 ","152,000 ","51,000 ","219,000 ","154,000 ","51,000 ","167,000 ","132,000 ","41,000 ","267,000 ","176,000 ","61,000 "
2021 Q1,Wales,W92000004,"267,000 ","179,000 ","58,000 ","224,000 ","156,000 ","52,000 ","227,000 ","158,000 ","52,000 ","169,000 ","132,000 ","41,000 ","276,000 ","179,000 ","61,000 "
2021 Q2,Wales,W92000004,"268,000 ","181,000 ","57,000 ","223,000 ","156,000 ","51,000 ","227,000 ","158,000 ","52,000 ","172,000 ","136,000 ","42,000 ","278,000 ","178,000 ","61,000 "
2021 Q3,Wales,W92000004,"265,000 ","180,000 ","57,000 ","213,000 ","152,000 ","50,000 ","217,000 ","154,000 ","50,000 ","164,000 ","134,000 ","41,000 ","274,000 ","177,000 ","61,000 "
2021 Q4,Wales,W92000004,"283,000 ","190,000 ","57,000 ","224,000 ","161,000 ","51,000 ","229,000 ","163,000 ","52,000 ","172,000 ","140,000 ","42,000 ","291,000 ","188,000 ","62,000 "
2022 Q1,Wales,W92000004,"296,000 ","198,000 ","63,000 ","225,000 ","160,000 ","51,000 ","230,000 ","163,000 ","52,000 ","176,000 ","144,000 ","43,000 ","290,000 ","184,000 ","62,000 "
2022 Q2,Wales,W92000004,"303,000 ","213,000 ","62,000 ","235,000 ","168,000 ","53,000 ","242,000 ","172,000 ","54,000 ","185,000 ","151,000 ","44,000 ","305,000 ","196,000 ","65,000 "
2022 Q3,Wales,W92000004,"303,000 ","208,000 ","62,000 ","244,000 ","173,000 ","54,000 ","249,000 ","176,000 ","55,000 ","190,000 ","155,000 ","46,000 ","311,000 ","198,000 ","65,000 "
2022 Q4,Wales,W92000004,"297,000 ","205,000 ","62,000 ","237,000 ","169,000 ","54,000 ","244,000 ","174,000 ","55,000 ","190,000 ","155,000 ","47,000 ","308,000 ","195,000 ","64,000 "
2023 Q1,Wales,W92000004,"292,000 ","201,000 ","62,000 ","232,000 ","162,000 ","54,000 ","237,000 ","165,000 ","55,000 ","182,000 ","146,000 ","46,000 ","300,000 ","186,000 ","65,000 "
2023 Q2,Wales,W92000004,"315,000 ","213,000 ","69,000 ","226,000 ","160,000 ","55,000 ","235,000 ","165,000 ","56,000 ","186,000 ","149,000 ","47,000 ","293,000 ","184,000 ","67,000 "
2023 Q3,Wales,W92000004,"291,000 ","197,000 ","65,000 ","231,000 ","164,000 ","57,000 ","235,000 ","166,000 ","57,000 ","186,000 ","151,000 ","49,000 ","297,000 ","185,000 ","68,000 "
2023 Q4,Wales,W92000004,"301,000 ","209,000 ","72,000 ","229,000 ","158,000 ","57,000 ","236,000 ","163,000 ","58,000 ","184,000 ","148,000 ","49,000 ","301,000 ","182,000 ","70,000 "
2024 Q1,Wales,W92000004,"294,000 ","204,000 ","74,000 ","221,000 ","158,000 ","57,000 ","226,000 ","161,000 ","58,000 ","182,000 ","148,000 ","50,000 ","286,000 ","180,000 ","69,000 "
2024 Q2,Wales,W92000004,"296,000 ","208,000 ","71,000 ","230,000 ","167,000 ","58,000 ","237,000 ","171,000 ","59,000 ","191,000 ","156,000 ","50,000 ","298,000 ","191,000 ","72,000 "
2024 Q3,Wales,W92000004,"295,000 ","210,000 ","68,000 ","240,000 ","170,000 ","59,000 ","243,000 ","173,000 ","60,000 ","192,000 ","158,000 ","51,000 ","309,000 ","192,000 ","71,000 "
2024 Q4,Wales,W92000004,"296,000 ","214,000 ","68,000 ","238,000 ","172,000 ","59,000 ","243,000 ","175,000 ","60,000 ","194,000 ","160,000 ","51,000 ","303,000 ","195,000 ","71,000 "
2025 Q1,Wales,W92000004,"300,000 ","212,000 ","68,000 ","240,000 ","174,000 ","60,000 ","243,000 ","176,000 ","60,000 ","194,000 ","160,000 ","51,000 ","302,000 ","195,000 ","71,000 "
2025 Q2,Wales,W92000004,"318,000 ","229,000 ","72,000 ","238,000 ","174,000 ","57,000 ","246,000 ","179,000 ","59,000 ","196,000 ","162,000 ","51,000 ","308,000 ","201,000 ","69,000 "
2025 Q3,Wales,W92000004,"315,000 ","228,000 ","74,000 ","247,000 ","181,000 ","59,000 ","251,000 ","183,000 ","60,000 ","198,000 ","164,000 ","51,000 ","318,000 ","207,000 ","72,000 "
2025 Q4,Wales,W92000004,"321,000 ","233,000 ","73,000 ","249,000 ","181,000 ","60,000 ","254,000 ","184,000 ","61,000 ","201,000 ","166,000 ","51,000 ","316,000 ","206,000 ","72,000 "
1992 Q1,Scotland,S92000003,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
1992 Q2,Scotland,S92000003,"69,000 ","50,000 ","25,000 ","48,000 ","35,000 ","19,000 ","51,000 ","37,000 ","20,000 ","32,000 ","27,000 ","15,000 ","65,000 ","44,000 ","24,000 "
1992 Q3,Scotland,S92000003,"72,000 ","46,000 ","37,000 ","50,000 ","36,000 ","20,000 ","52,000 ","37,000 ","22,000 ","34,000 ","28,000 ","16,000 ","69,000 ","45,000 ","27,000 "
1992 Q4,Scotland,S92000003,"77,000 ","54,000 ","26,000 ","46,000 ","34,000 ","19,000 ","50,000 ","36,000 ","20,000 ","32,000 ","27,000 ","15,000 ","71,000 ","47,000 ","26,000 "
1993 Q1,Scotland,S92000003,"67,000 ","42,000 ","23,000 ","39,000 ","30,000 ","18,000 ","42,000 ","31,000 ","18,000 ","29,000 ","24,000 ","15,000 ","64,000 ","44,000 ","24,000 "
1993 Q2,Scotland,S92000003,"83,000 ","55,000 ","26,000 ","49,000 ","36,000 ","19,000 ","53,000 ","38,000 ","20,000 ","38,000 ","30,000 ","17,000 ","69,000 ","47,000 ","24,000 "
1993 Q3,Scotland,S92000003,"76,000 ","54,000 ","25,000 ","49,000 ","37,000 ","19,000 ","52,000 ","39,000 ","19,000 ","36,000 ","30,000 ","16,000 ","69,000 ","49,000 ","24,000 "
1993 Q4,Scotland,S92000003,"69,000 ","51,000 ","23,000 ","46,000 ","35,000 ","18,000 ","49,000 ","37,000 ","19,000 ","36,000 ","29,000 ","15,000 ","69,000 ","49,000 ","24,000 "
1994 Q1,Scotland,S92000003,"68,000 ","52,000 ","24,000 ","41,000 ","32,000 ","18,000 ","44,000 ","34,000 ","18,000 ","33,000 ","27,000 ","15,000 ","65,000 ","46,000 ","25,000 "
1994 Q2,Scotland,S92000003,"75,000 ","51,000 ","26,000 ","51,000 ","38,000 ","20,000 ","54,000 ","39,000 ","20,000 ","38,000 ","32,000 ","17,000 ","70,000 ","47,000 ","24,000 "
1994 Q3,Scotland,S92000003,"77,000 ","52,000 ","25,000 ","51,000 ","39,000 ","20,000 ","54,000 ","40,000 ","21,000 ","37,000 ","31,000 ","16,000 ","74,000 ","51,000 ","26,000 "
1994 Q4,Scotland,S92000003,"64,000 ","49,000 ","23,000 ","47,000 ","35,000 ","20,000 ","49,000 ","37,000 ","20,000 ","36,000 ","30,000 ","17,000 ","70,000 ","49,000 ","26,000 "
1995 Q1,Scotland,S92000003,"66,000 ","48,000 ","24,000 ","44,000 ","36,000 ","19,000 ","47,000 ","38,000 ","19,000 ","35,000 ","32,000 ","17,000 ","66,000 ","47,000 ","24,000 "
1995 Q2,Scotland,S92000003,"74,000 ","54,000 ","26,000 ","46,000 ","37,000 ","19,000 ","50,000 ","39,000 ","20,000 ","37,000 ","33,000 ","17,000 ","68,000 ","47,000 ","25,000 "
1995 Q3,Scotland,S92000003,"82,000 ","57,000 ","27,000 ","54,000 ","41,000 ","21,000 ","57,000 ","43,000 ","22,000 ","37,000 ","34,000 ","17,000 ","78,000 ","52,000 ","27,000 "
1995 Q4,Scotland,S92000003,"78,000 ","53,000 ","26,000 ","53,000 ","40,000 ","21,000 ","57,000 ","42,000 ","22,000 ","37,000 ","32,000 ","17,000 ","77,000 ","51,000 ","26,000 "
1996 Q1,Scotland,S92000003,"70,000 ","54,000 ","26,000 ","53,000 ","40,000 ","20,000 ","55,000 ","41,000 ","21,000 ","34,000 ","31,000 ","16,000 ","82,000 ","54,000 ","27,000 "
1996 Q2,Scotland,S92000003,"68,000 ","51,000 ","22,000 ","55,000 ","42,000 ","22,000 ","57,000 ","43,000 ","22,000 ","40,000 ","36,000 ","17,000 ","71,000 ","49,000 ","25,000 "
1996 Q3,Scotland,S92000003,"73,000 ","55,000 ","26,000 ","57,000 ","42,000 ","22,000 ","59,000 ","44,000 ","22,000 ","42,000 ","36,000 ","18,000 ","74,000 ","51,000 ","26,000 "
1996 Q4,Scotland,S92000003,"74,000 ","52,000 ","28,000 ","54,000 ","41,000 ","21,000 ","55,000 ","41,000 ","22,000 ","34,000 ","32,000 ","16,000 ","82,000 ","54,000 ","29,000 "
1997 Q1,Scotland,S92000003,"91,000 ","58,000 ","30,000 ","49,000 ","38,000 ","20,000 ","52,000 ","39,000 ","21,000 ","33,000 ","31,000 ","16,000 ","75,000 ","49,000 ","26,000 "
1997 Q2,Scotland,S92000003,"75,000 ","54,000 ","26,000 ","58,000 ","43,000 ","23,000 ","60,000 ","45,000 ","23,000 ","39,000 ","36,000 ","18,000 ","77,000 ","51,000 ","27,000 "
1997 Q3,Scotland,S92000003,"77,000 ","59,000 ","27,000 ","55,000 ","41,000 ","21,000 ","58,000 ","44,000 ","22,000 ","39,000 ","35,000 ","18,000 ","81,000 ","54,000 ","28,000 "
1997 Q4,Scotland,S92000003,"79,000 ","57,000 ","28,000 ","56,000 ","42,000 ","22,000 ","59,000 ","44,000 ","23,000 ","41,000 ","36,000 ","19,000 ","79,000 ","54,000 ","27,000 "
1998 Q1,Scotland,S92000003,"83,000 ","61,000 ","36,000 ","49,000 ","38,000 ","20,000 ","54,000 ","41,000 ","22,000 ","37,000 ","33,000 ","19,000 ","77,000 ","52,000 ","26,000 "
1998 Q2,Scotland,S92000003,"75,000 ","58,000 ","29,000 ","61,000 ","46,000 ","23,000 ","63,000 ","48,000 ","24,000 ","47,000 ","40,000 ","19,000 ","80,000 ","56,000 ","28,000 "
1998 Q3,Scotland,S92000003,"76,000 ","53,000 ","27,000 ","68,000 ","50,000 ","26,000 ","69,000 ","50,000 ","26,000 ","56,000 ","45,000 ","22,000 ","81,000 ","55,000 ","30,000 "
1998 Q4,Scotland,S92000003,"95,000 ","67,000 ","33,000 ","62,000 ","47,000 ","23,000 ","67,000 ","50,000 ","25,000 ","55,000 ","44,000 ","22,000 ","80,000 ","57,000 ","29,000 "
1999 Q1,Scotland,S92000003,"86,000 ","59,000 ","28,000 ","59,000 ","46,000 ","23,000 ","63,000 ","48,000 ","24,000 ","52,000 ","41,000 ","21,000 ","79,000 ","57,000 ","29,000 "
1999 Q2,Scotland,S92000003,"92,000 ","62,000 ","33,000 ","63,000 ","48,000 ","25,000 ","67,000 ","50,000 ","26,000 ","54,000 ","44,000 ","21,000 ","79,000 ","56,000 ","30,000 "
1999 Q3,Scotland,S92000003,"91,000 ","71,000 ","32,000 ","70,000 ","52,000 ","26,000 ","73,000 ","55,000 ","27,000 ","60,000 ","49,000 ","23,000 ","86,000 ","61,000 ","31,000 "
1999 Q4,Scotland,S92000003,"90,000 ","63,000 ","31,000 ","68,000 ","50,000 ","25,000 ","72,000 ","53,000 ","26,000 ","56,000 ","44,000 ","21,000 ","89,000 ","62,000 ","32,000 "
2000 Q1,Scotland,S92000003,"90,000 ","65,000 ","34,000 ","63,000 ","50,000 ","24,000 ","66,000 ","52,000 ","25,000 ","51,000 ","42,000 ","20,000 ","87,000 ","65,000 ","32,000 "
2000 Q2,Scotland,S92000003,"95,000 ","72,000 ","34,000 ","67,000 ","52,000 ","27,000 ","72,000 ","55,000 ","28,000 ","56,000 ","46,000 ","23,000 ","89,000 ","65,000 ","33,000 "
2000 Q3,Scotland,S92000003,"93,000 ","66,000 ","32,000 ","67,000 ","51,000 ","26,000 ","70,000 ","53,000 ","27,000 ","54,000 ","44,000 ","22,000 ","86,000 ","62,000 ","32,000 "
2000 Q4,Scotland,S92000003,"91,000 ","66,000 ","35,000 ","66,000 ","50,000 ","26,000 ","70,000 ","53,000 ","27,000 ","55,000 ","46,000 ","23,000 ","81,000 ","58,000 ","31,000 "
2001 Q1,Scotland,S92000003,"106,000 ","80,000 ","35,000 ","67,000 ","50,000 ","25,000 ","71,000 ","54,000 ","26,000 ","53,000 ","44,000 ","22,000 ","90,000 ","62,000 ","30,000 "
2001 Q2,Scotland,S92000003,"96,000 ","73,000 ","35,000 ","68,000 ","51,000 ","26,000 ","73,000 ","55,000 ","27,000 ","60,000 ","47,000 ","23,000 ","82,000 ","61,000 ","31,000 "
2001 Q3,Scotland,S92000003,"100,000 ","77,000 ","35,000 ","72,000 ","56,000 ","28,000 ","76,000 ","59,000 ","29,000 ","57,000 ","47,000 ","23,000 ","88,000 ","67,000 ","34,000 "
2001 Q4,Scotland,S92000003,"95,000 ","73,000 ","35,000 ","70,000 ","53,000 ","28,000 ","74,000 ","56,000 ","29,000 ","64,000 ","50,000 ","23,000 ","79,000 ","60,000 ","32,000 "
2002 Q1,Scotland,S92000003,"100,000 ","77,000 ","36,000 ","65,000 ","53,000 ","26,000 ","68,000 ","55,000 ","27,000 ","63,000 ","53,000 ","23,000 ","71,000 ","56,000 ","29,000 "
2002 Q2,Scotland,S92000003,"108,000 ","77,000 ","36,000 ","73,000 ","56,000 ","28,000 ","77,000 ","59,000 ","29,000 ","64,000 ","52,000 ","24,000 ","84,000 ","63,000 ","31,000 "
2002 Q3,Scotland,S92000003,"113,000 ","81,000 ","36,000 ","74,000 ","57,000 ","28,000 ","79,000 ","60,000 ","29,000 ","69,000 ","57,000 ","27,000 ","85,000 ","62,000 ","30,000 "
2002 Q4,Scotland,S92000003,"118,000 ","88,000 ","40,000 ","76,000 ","57,000 ","28,000 ","82,000 ","61,000 ","29,000 ","69,000 ","56,000 ","25,000 ","87,000 ","64,000 ","31,000 "
2003 Q1,Scotland,S92000003,"120,000 ","79,000 ","37,000 ","74,000 ","57,000 ","28,000 ","79,000 ","59,000 ","29,000 ","71,000 ","57,000 ","24,000 ","82,000 ","60,000 ","31,000 "
2003 Q2,Scotland,S92000003,"141,000 ","99,000 ","42,000 ","82,000 ","61,000 ","29,000 ","89,000 ","65,000 ","31,000 ","66,000 ","54,000 ","26,000 ","97,000 ","70,000 ","32,000 "
2003 Q3,Scotland,S92000003,"143,000 ","96,000 ","45,000 ","100,000 ","70,000 ","32,000 ","104,000 ","73,000 ","33,000 ","69,000 ","52,000 ","23,000 ","109,000 ","76,000 ","34,000 "
2003 Q4,Scotland,S92000003,"145,000 ","100,000 ","43,000 ","105,000 ","72,000 ","32,000 ","108,000 ","75,000 ","33,000 ","72,000 ","56,000 ","24,000 ","115,000 ","79,000 ","34,000 "
2004 Q1,Scotland,S92000003,"147,000 ","106,000 ","45,000 ","107,000 ","70,000 ","34,000 ","111,000 ","73,000 ","34,000 ","73,000 ","57,000 ","24,000 ","118,000 ","77,000 ","35,000 "
2004 Q2,Scotland,S92000003,"152,000 ","105,000 ","50,000 ","111,000 ","72,000 ","32,000 ","114,000 ","74,000 ","33,000 ","82,000 ","64,000 ","25,000 ","121,000 ","79,000 ","34,000 "
2004 Q3,Scotland,S92000003,"168,000 ","111,000 ","50,000 ","121,000 ","77,000 ","33,000 ","125,000 ","79,000 ","34,000 ","84,000 ","65,000 ","24,000 ","130,000 ","85,000 ","33,000 "
2004 Q4,Scotland,S92000003,"163,000 ","110,000 ","48,000 ","121,000 ","77,000 ","33,000 ","126,000 ","79,000 ","35,000 ","79,000 ","60,000 ","24,000 ","133,000 ","87,000 ","35,000 "
2005 Q1,Scotland,S92000003,"170,000 ","108,000 ","46,000 ","120,000 ","76,000 ","34,000 ","124,000 ","77,000 ","35,000 ","81,000 ","61,000 ","24,000 ","132,000 ","83,000 ","36,000 "
2005 Q2,Scotland,S92000003,"177,000 ","111,000 ","48,000 ","130,000 ","82,000 ","36,000 ","136,000 ","84,000 ","37,000 ","91,000 ","70,000 ","26,000 ","141,000 ","89,000 ","37,000 "
2005 Q3,Scotland,S92000003,"179,000 ","118,000 ","48,000 ","132,000 ","87,000 ","37,000 ","136,000 ","89,000 ","38,000 ","88,000 ","71,000 ","27,000 ","153,000 ","99,000 ","41,000 "
2005 Q4,Scotland,S92000003,"178,000 ","127,000 ","49,000 ","118,000 ","89,000 ","36,000 ","122,000 ","91,000 ","36,000 ","82,000 ","71,000 ","29,000 ","155,000 ","108,000 ","43,000 "
2006 Q1,Scotland,S92000003,"188,000 ","130,000 ","50,000 ","122,000 ","90,000 ","37,000 ","125,000 ","92,000 ","38,000 ","85,000 ","71,000 ","29,000 ","160,000 ","110,000 ","46,000 "
2006 Q2,Scotland,S92000003,"186,000 ","129,000 ","49,000 ","130,000 ","97,000 ","40,000 ","133,000 ","98,000 ","40,000 ","91,000 ","77,000 ","31,000 ","165,000 ","115,000 ","47,000 "
2006 Q3,Scotland,S92000003,"189,000 ","130,000 ","48,000 ","142,000 ","102,000 ","40,000 ","145,000 ","104,000 ","41,000 ","97,000 ","81,000 ","32,000 ","178,000 ","120,000 ","47,000 "
2006 Q4,Scotland,S92000003,"197,000 ","140,000 ","54,000 ","141,000 ","103,000 ","40,000 ","146,000 ","106,000 ","41,000 ","99,000 ","84,000 ","32,000 ","178,000 ","122,000 ","48,000 "
2007 Q1,Scotland,S92000003,"200,000 ","138,000 ","51,000 ","143,000 ","105,000 ","40,000 ","148,000 ","108,000 ","41,000 ","101,000 ","84,000 ","32,000 ","182,000 ","125,000 ","48,000 "
2007 Q2,Scotland,S92000003,"208,000 ","142,000 ","52,000 ","152,000 ","110,000 ","42,000 ","157,000 ","113,000 ","43,000 ","110,000 ","92,000 ","33,000 ","186,000 ","126,000 ","48,000 "
2007 Q3,Scotland,S92000003,"206,000 ","141,000 ","51,000 ","161,000 ","115,000 ","43,000 ","165,000 ","117,000 ","44,000 ","112,000 ","93,000 ","34,000 ","196,000 ","131,000 ","49,000 "
2007 Q4,Scotland,S92000003,"219,000 ","151,000 ","54,000 ","160,000 ","113,000 ","43,000 ","166,000 ","117,000 ","44,000 ","111,000 ","92,000 ","34,000 ","197,000 ","131,000 ","50,000 "
2008 Q1,Scotland,S92000003,"218,000 ","142,000 ","50,000 ","156,000 ","110,000 ","43,000 ","161,000 ","112,000 ","43,000 ","112,000 ","91,000 ","34,000 ","192,000 ","126,000 ","49,000 "
2008 Q2,Scotland,S92000003,"225,000 ","146,000 ","53,000 ","168,000 ","116,000 ","45,000 ","173,000 ","119,000 ","45,000 ","119,000 ","93,000 ","35,000 ","201,000 ","132,000 ","51,000 "
2008 Q3,Scotland,S92000003,"229,000 ","137,000 ","55,000 ","166,000 ","110,000 ","45,000 ","171,000 ","112,000 ","45,000 ","119,000 ","89,000 ","35,000 ","202,000 ","126,000 ","51,000 "
2008 Q4,Scotland,S92000003,"218,000 ","137,000 ","54,000 ","163,000 ","109,000 ","45,000 ","169,000 ","112,000 ","46,000 ","118,000 ","87,000 ","34,000 ","200,000 ","127,000 ","53,000 "
2009 Q1,Scotland,S92000003,"201,000 ","127,000 ","49,000 ","156,000 ","103,000 ","46,000 ","160,000 ","105,000 ","46,000 ","114,000 ","84,000 ","34,000 ","191,000 ","119,000 ","54,000 "
